id	title	link	price	description	condition	image_link
619	Boyds Bears	http://pricetack.com/item/boyds-bears-619	74.00 USD	"<p>For the collector in you. We have four wonderful collectible Boyd's Bears as follows: ""Patches B. Beariluved"",""I do Luoveya"", ""Grins"", and last but not least ""Herbie Bearlove"".</p><p>All are in mint unused condition and come from a smoke free home. These are highly collectible and hard to find in excellent undamaged/unused condition.</p><p>Would make a great gift for that special occasion anytime of the year. Great low price for these 4 original Boyd's collectible never been played with toys!Get these bears at a truly below market price.When makeing a purchase,please contact me with your location and zip code so I may calculate your shipping cost.</p>"	used	http://pricetack.com/static/uploads/item.image.9008e1c2512494a1.626f7964732e6a7067.jpg
672	Fcuk  3.4 oz EDT Perfume GIFT SET by French Connection for Women	http://pricetack.com/item/fcuk-34-oz-edt-perfume-gift-set-by-french-connecti-672	26.95 USD	"<p>edt spray 3.4 oz &amp; shimmer body lotion 3.4 oz</p>"	used	http://pricetack.com/static/uploads/item.image.be1e6252b52d7f27.3134343936342e6a7067.jpg
184	Small/Medium Sexy Pirate Costume w/ Hat	http://pricetack.com/item/smallmedium-sexy-pirate-costume-w-hat-184	90.00 USD	"<p>Small/Medium Sexy Pirate Costume. 2 Piece Sexy Pirate Costume Set.--Great for Halloween or a costume party. (color AS SHOWN). 2 Piece Set Includes: Dress and Hat.</p><p>Size: Small/Medium</p><p>This posting is for Small/Medium size only. I have another posting for a Medium/Large in my store.</p>"	used	http://pricetack.com/static/uploads/item.image.9d2173f225467869.323343532d57343134342e6a7067.jpg
199	Rhinestone Spider Web Brooch	http://pricetack.com/item/rhinestone-spider-web-brooch-199	30.00 USD	"<p>Rhinestone Spider Web Brooch. As shown.</p>"	used	http://pricetack.com/static/uploads/item.image.8c1e17d1f4fa8253.31313834422d573538382e6a7067.jpg
210	Stretchy Rhinestone Alligator Ring	http://pricetack.com/item/stretchy-rhinestone-alligator-ring-210	25.00 USD	"<p>Stretchy Rhinestone Alligator Ring. (color as shown). Adjustable.</p>"	used	http://pricetack.com/static/uploads/item.image.aed24740e91bb2db.3431374a2d5752313036322e6a7067.jpg
498	Stylish Soft Silicone Band Metal Case Date Day Waterproof Sport Watch Wristwatch Black 29561 Free Shipping from China	http://pricetack.com/item/stylish-soft-silicone-band-metal-case-date-day-wat-498	18.00 USD	"<p>Quick Overview: The product is a stylish soft silicone band metal case quartz and sport alarm watch, it is fashion, unqiue and attractive</p><p>Product Description: stylish case design band material: soft silicone case material: metal digital sport watch quartz movement stainless steel back case stop watch dial width: 3cm band width: 2.1cm watch length: 25cm</p><p>Package inlcude: wrist watch * 1</p><p>Shipping Information:</p><p>Shipping Terms</p><p>Before you pay, please make sure your address matches the address you would like us to ship to. But sometimes international delivery is highly depended on the Courier Company and local customs/duties.</p><p>If you do not receive your item on time, please contact us immediately for further assistance. Thank you for your understanding.</p><p>Shipping Method</p><p>All Countries: China Post Airmail Service, delivery time: 10-20 workdays We also supply with DHL express shipping, but you need pay more money for express shipping. If you need express shipping service, please contact us before order. you can get a 40% discount of DHL express shipping cost if you need.</p><p>Shipping Time: All items will be shipped within the times promised in DHgate list handling time (48 hours) upon receipt of cleared payment. Due to geographical distance, you may not receive the item in an ideal short time, we make sure that you are compensated by our great price, also items are dispatched as quickly as possible.</p>"	used	http://pricetack.com/static/uploads/item.image.b975847dbb064580.32393536312e6a7067.jpg
612	Fantasy Midnight 3.4 oz EDP Perfume TESTER by Britney Spears	http://pricetack.com/item/fantasy-midnight-34-oz-edp-perfume-tester-by-britn-612	30.95 USD	"<p>Fantasy Midnight Perfume by Britney Spears. Introduced in 2007. It has top notes of black cherry, framboise, and plum; a heart of night blooming orchid, iris, and freesia with a base of amber, musk, and vanilla. All products are original, authentic name brands.</p><p>** COMES AS SHOWN IN A PLAIN BOX.</p>"	used	http://pricetack.com/static/uploads/item.image.853947237eae2987.464d333350542e6a7067.jpg
735	Diamond Plate Rock Design Genuine Buffalo Leather Vest - 3X	http://pricetack.com/item/diamond-plate-rock-design-genuine-buffalo-leather--735	40.95 USD	"<p>You can take the Lone Star State along for the ride no matter where your travels take you. The oversized Texas back patch will leave no question as to where your allegiance lies. Features gunmetal snaps, lace-up sides, 4 front pockets, and a large Texas patch. Live To Ride™ brand embroidered cloth patch is included and already sewn in place.</p>"	used	http://pricetack.com/static/uploads/item.image.bdc08264836f00ff.5f646174615f696d616765735f63616368655f365f313034636339336666646435653435643263633135303736313235373538616166323238653734343334396331336537663262376163313761376166633966325f3830305f3830307e3234307e3234302e6a7067.jpg
146	Famous Maker Snorkeling Vest TWO Pack! 	http://pricetack.com/item/famous-maker-snorkeling-vest-two-pack-146	64.99 USD	"<table><tbody><tr><td>This is our Deluxe Famous Maker vest for Snorkeling (Look at the ScubaPro Snorkeling Vest for Comparison). 

You are looking at the schweet quality of a brass inflator (no plastic inflator here), has a crotch strap and waist strap. Fits Adults 100 - 180 lbs. Measures 22 in tall by 17.5 in wide.

This is a two pack boys and gurls!  Yup, you are purchasing TWO (2) ADULT OR BIG KID snorkel vests in this falling price auction!</td></tr><tr><td></td></tr><tr><td>Features:</td></tr><tr><td></td></tr><tr><td><p>• 220 DENIER NYLON Bright Yellow</p>
<p>• HIGH QUALITY INTERNAL BRASS INFLATOR</p>
<p>• CROTCH STRAP & WAIST STRAP</p>
<p>• FITS 110 - 180 LB</p>
</td></tr><tr><td></td></tr><tr><td>Product Details:</td></tr><tr><td></td></tr><tr><td><table><tbody><tr><td>Product Length:</td><td>18.0 inches</td></tr><tr><td>Product Width:</td><td>20.0 inches</td></tr><tr><td>Product Height:</td><td>1.0 inches</td></tr><tr><td>Product Weight:</td><td>1.0 pounds</td></tr><tr><td>Package Length:</td><td>24.5 inches</td></tr><tr><td>Package Width:</td><td>17.2 inches</td></tr><tr><td>Package Height:

Cool Factor:</td><td>1.1 inches


Mondo High!</td></tr></tbody></table></td></tr></tbody></table>"	used	http://pricetack.com/static/uploads/item.image.8d8a28f4b7c27f75.3276657374732e6a7067.jpg
767	Cool Water Game 1.7 oz EDT Perfume by  Davidoff for Women	http://pricetack.com/item/cool-water-game-17-oz-edt-perfume-by-davidoff-for--767	24.95 USD	"<p>Cool Water Game perfume for women from the design house of Davidoff is part of the ever-popular Cool Water collection. The fragrance was introduced in 2006 and is a combination of the trademark aquatic notes with flowery hints of freesia and white lily together with lemon tones and exotic fruit notes. The scent also includes tones of sandalwood, spices, cedar and musk. All products are original, authentic name brands. We do not sell knockoffs or imitations</p>"	used	http://pricetack.com/static/uploads/item.image.a14c9bf3c5898f98.3630383632572e6a7067.jpg
708	AudioFX? Pro 5 1 PC Gaming Headset 	http://pricetack.com/item/audiofx-pro-5-1-pc-gaming-headset-708	79.95 USD	"<p>•USB 2.0 Plug and Play connection with integrated 5.1 surround sound decoder •Critically acclaimed force feedback technology with integrated subwoofer for dramatically enhanced situational awareness and increased bass effects •In-line volume control, vibration control and new instant mic mute button •Ambidextrous mic swivel with reinforced bearings •Oval ear cup design for immersive audio, external noise blockage and improved """"around the ear"""" comfort •Improved LED level meter design for custom gaming look •Fully adjustable headband plus new pivoting ear cups •Improved microphone sensitivity and filtering for incredibly clear voice transmission •Included software for full audio position customization, equalization and special effects</p>"	used	http://pricetack.com/static/uploads/item.image.bd41c9057b3e3ada.5f646174615f696d616765735f63616368655f315f313139636335303333616137613538306264343762326163353362613038336333376134656466323238616633363738396235666236616165363233663965395f3630305f3630307e3234307e3234302e6a7067.jpg
748	Genuine Leather Long Heavy Coat - M	http://pricetack.com/item/genuine-leather-long-heavy-coat-m-748	70.95 USD	"<p>Features removable full quilted lining, 2 exterior slash pockets, 1 interior pocket, removable hood, zippered front closure, and adjustable belt.</p>"	used	http://pricetack.com/static/uploads/item.image.b1cb969f853902a8.5f646174615f696d616765735f63616368655f365f333238343666643762386537643061373461343363643864646335316633346334353139383134383033383366366638303034386361663131373966353035345f3830305f3830307e3234307e3234302e6a7067.jpg
496	Fashion Cool Screen LED Binary Wrist Watch for Men free shipping 	http://pricetack.com/item/fashion-cool-screen-led-binary-wrist-watch-for-men-496	14.00 USD	"<p>Quick Overview</p><p>The product is the first fashionable touch watch special for men, it is a good choice for a gift and also very cool for yourself</p><p>Product Description Watch instruction: * color: black Case: Silver and Golden for  choosing</p><p>* leather band for comfortable hand feel</p><p>* common alloy for dial</p><p>* 12 big LEDS light used as hourindex, the small light are min index</p><p>* time adjust: please refer to the instruction</p><p>Package include: touch led watch * 1</p><p>The Touch Screen LED Watch is About as Minimal as You Can Get The watch has no hands. And no, it doesn’t emit blue smoke. And despite its name,</p><p>I don’t think it has anything to do with the James Cameron movie.</p><p>There’s just a single ring of LEDs dotting the circumfrence of its face.</p><p>White dots indicate hours, blue dots indicate… um…</p><p>we’re not exactly sure what the blue dots indicate.</p><p>Best we can tell from the pictures, they’re parts of an hour.</p><p>But since the product details say the watch’s touchscreen face is used for “changing hour and minute data,”</p><p>it’s possible that you look at hours in one pass, and minutes in another. On second thought,</p><p>this is starting to sound complicated. Either way, the watch probably looks pretty cool in a darkened room,</p><p>even if you can’t tell exactly what time it is.</p><p>Our store sells for just $13 (USD), and you can grab one over our store,</p><p>you also can get it with a favorable price placing order over 5 units.</p>"	used	http://pricetack.com/static/uploads/item.image.b5b7060521341456.32303435332d382e6a7067.jpg
694	CAMOUFLAGE BACKPACK 	http://pricetack.com/item/camouflage-backpack-694	54.95 USD	"<p>Features multiple pockets with zippered closures and adjustable straps for extra security. Measures 13"" x 34"" x 7-1/2""</p>"	used	http://pricetack.com/static/uploads/item.image.b186ca4d6fb7e7f8.5f646174615f696d616765735f63616368655f365f353731376539643761633961633235333434393834356261386530366234656665613937653837663965666338653530373134373538613031636266626334635f3830305f3830307e3234307e3234302e6a7067.jpg
54	Nike Polo Shirt XL	http://pricetack.com/item/nike-polo-shirt-xl-54	10.00 USD	"Nike Polo Shirt<div>Size: Large (24 inch chest, 28 inch length)</div><div>Color: Grey with black collar</div><div>Logo on sleeve</div><div>Heavier cotton</div><div>Good condition except missing top button</div>"	used	http://pricetack.com/static/uploads/item.image.bdc22af2be7911e5.5354415f323231392e4a5047.JPG
779	Cool Water Game  3.4 oz Cologne by  Davidoff for Men	http://pricetack.com/item/cool-water-game-34-oz-cologne-by-davidoff-for-men-779	36.95 USD	"<p>Cool Water Game by Davidoff is a masculine yet romantic fragrance. With notes of watermelon, grapefruit, verbena leaf, black currant, lavender, cedar, and white musk, this cologne is the perfect blend of fruits and spices. The invigorating cologne was introduced in 2006 and is now a favorite of many men looking to impress someone special. Cool Water Game by Davidoff is a must-have for the sophisticated man.</p>"	used	http://pricetack.com/static/uploads/item.image.9631d5af0303910a.36303836324d2e6a7067.jpg
330	Ed Hardy Rhinestones and Studs Womens Cap	http://pricetack.com/item/ed-hardy-rhinestones-and-studs-womens-cap-330	59.99 USD	"<p>Ed Hardy by Christian Audigier women's cap with graphic skull and heart in embroidery accented with rhinestones, silver studs and silver rings. Ed Hardy by Christian Audigier logo on bill. Mesh back. Adjustable closure.</p><p>100% Authentic Cotton/Polyester</p><p>USPS International First Class Mail to Canada $5.95 USPS International First Class Mail Worldwide $9.95</p><p>Returns are accepted within 7 days of receipt of merchandise (the buyer pays shipping fees). The item will be refunded if merchandise is in the same condition as brand new, having no signs of being worn, and all tags attached. Please contact by email within 48 hours of receipt of merchandise notifying of intent to return merchandise.</p>"	used	http://pricetack.com/static/uploads/item.image.9658ac7fc0738575.4564204861726479204361702028536b756c6c20486561727429202832292e6a7067.jpg
229	Cute Round Body Jewelry. 12 pieces. 	http://pricetack.com/item/cute-round-body-jewelry-12-pieces-229	32.00 USD	"<p>Cute Round Body Jewelry. 12 pieces. Package will include an assortment of colors and styles shown in image.</p>"	used	http://pricetack.com/static/uploads/item.image.b9aee26847a331da.353536412d504b30383330322e6a7067.jpg
196	Rhinestone Brooch Mask	http://pricetack.com/item/rhinestone-brooch-mask-196	25.00 USD	"<p>Rhinestone Brooch Mask. As shown.</p>"	used	http://pricetack.com/static/uploads/item.image.a26b74942b7d5388.31313831422d573538352e6a7067.jpg
49	Nike Polo Shirt 4XL	http://pricetack.com/item/nike-polo-shirt-4xl-49	10.00 USD	"Nike Polo Golf Shirt<div>Size: 4XL (28 inch chest, 31 inch length)</div><div>Color: Yellow with black stripe on collar and band sleeves</div><div>Cotton</div><div>Good Condition</div><div><br></div>"	used	http://pricetack.com/static/uploads/item.image.9cc79bf4fae51849.5354415f323231342e4a5047.JPG
543	Buffalo Motorcycle Jacket (Size `M)	http://pricetack.com/item/buffalo-motorcycle-jacket-size-m-543	63.95 USD	"<p>Diamond Plate Rock Design Buffalo Leather Motorcycle Jacket. Features multiple patches zip front quilted lining Nehru collar padded elbows and zip closure wrists. Embroidered patches are included and already sewn in place Size Medium.</p>"	used	http://pricetack.com/static/uploads/item.image.8fd300fef1576961.313032372d322e6a7067.jpg
169	Lite-Puter DX-626AII, 6 Channel x 20A DMX Dimmer	http://pricetack.com/item/lite-puter-dx-626aii-6-channel-x-20a-dmx-dimmer-169	479.00 USD	"<p>Lite-Puter DX-626AII, 6 Channel x 20A DMX Dimmer NEW, NEVER USED, still in his original box with all accessories Lite-Puter DX-626A, 6 Channel x 20A DMX Dimming pack, DX626A is a sophisticated DMX 6 Channel dimming pack. The DX 626A C3 liner dimming curve ensures the accuracy of dimming effects on each fader scale. Each channel provides 20A output and is equipped with a 25A high-speed magnetic breaker. DX-626 has a thermo-controlled fan which will activates automatically when the temperature is over 35°C (95°F). It can keep the system’s temperature in a safe range and reduce dust accumulation. The 6 dimming sliders on the control panel are convenient for testing. In addition to DMX input, it also has analog 0 – 10 V DC input.</p><p>Features</p><p>6 channels, each 20A C3 liner dimming curve Automatically detect power frequency (50Hz/60Hz) in different area and stabilizes the dimming output. The thermo-controlled fan will be activated automatically when the temperature is over 35°C (95°F), stop the output when over 75°C° (167°F) and restart output when below 65°C (149°F). Self-testing function to test without a console. Each channel has individual 0-6% preheat setting for protecting loads. Each channel can be set as dimming or non-dimming. Specification</p><p>Power supply: 100–120V AC, 200–240V AC 50/60 Hz, 3Ø4w (1Ø3w optional) Output: Maximal 20A per channel, total 20A. DMX signal input/ output: DMX512 DMX signal connector: XLR-5pin, XLR-3pin, 6p4c phone jack connector Analog signal input: 0 - 10V DC 6 Channels ( 9 pin D-type, female ) Analog signal power input: DC 0-10V Analog signal connector: D-Type Plug 9Pin(F) Analog input channel: 9 channels Preheat setings: 0 - 6% Dimension: 19” 2U, 482(W) x 88(H) x 313(D) mm Weight: 8 Kg The shipping comes from Italy and it will be made by Fedex express courier (shipment made by Ups to all the European Countries, flat rate sgipping of 45 euro to all the EU) , tracking online available.</p>"	used	http://pricetack.com/static/uploads/item.image.bb7be27e102c5635.494d4730303437332d32303131303633302d313230362e6a7067.jpg
850	6" 2-in1 Desk / Clip Fan	http://pricetack.com/item/6-2-in1-desk-clip-fan-850	18.00 USD	"<p>6"" 2-in-1 DESK / CLIP FANS. Quiet, 2-speed fans, with a simple clip in base. Easy, no tool set-up. Swivels, and rotates to direct air flow almost anywhere.</p><p>Shipping is USPS. Price varies by location.</p>"	used	
223	Iridescent Stretchy Rhinestone Butterfly Ring	http://pricetack.com/item/iridescent-stretchy-rhinestone-butterfly-ring-223	30.00 USD	"<p>Iridescent Stretchy Rhinestone Butterfly Ring. One Size Fits Most.</p>"	used	http://pricetack.com/static/uploads/item.image.9096d83828ae9c81.3233324a2d5752313035305f332e4a5047.JPG
250	Studded w/Black Velvet Cross Coffin Bag	http://pricetack.com/item/studded-wblack-velvet-cross-coffin-bag-250	28.00 USD	"<p>Studded w/Black Velvet Cross Coffin Bag.</p>"	used	http://pricetack.com/static/uploads/item.image.b1a02d8206f270d3.31323348422d504c453131372d352e6a7067.jpg
500	Free Shipping Cool Screen Touch LED Binary Wrist Watch with golden case for Men 	http://pricetack.com/item/free-shipping-cool-screen-touch-led-binary-wrist-w-500	14.00 USD	"<p>Quick Overview:</p><p>Watch instruction: ●  color: black</p><p>●  leather band for comfortable hand feel</p><p>●  common alloy for dial</p><p>●  12 big LEDS light used as hourindex, the small light are min index</p><p>●  time adjust: please refer to the instruction</p><p>●  Package include: touch led watch * 1</p><p>Shipping Information:</p><p>Shipping Terms</p><p>Before you pay, please make sure your address matches the address you would like us to ship to. But sometimes international delivery is highly depended on the Courier Company and local customs/duties.</p><p>If you do not receive your item on time, please contact us immediately for further assistance. Thank you for your understanding.</p><p>Shipping Method</p><p>All Countries: China Post Airmail Service, delivery time: 10-20 workdays We also supply with DHL express shipping, but you need pay more money for express shipping. If you need express shipping service, please contact us before order. you can get a 40% discount of DHL express shipping cost if you need.</p><p>Shipping Time: All items will be shipped within the times promised in DHgate list handling time (48 hours) upon receipt of cleared payment. Due to geographical distance, you may not receive the item in an ideal short time, we make sure that you are compensated by our great price, also items are dispatched as quickly as possible.</p>"	used	http://pricetack.com/static/uploads/item.image.b975847dbb064580.32393536312e6a7067.jpg
857	Chicago Bears Orange and Blue Cotton Print Tote Bag	http://pricetack.com/item/chicago-bears-orange-and-blue-cotton-print-tote-ba-857	20.95 USD	"<p>* Handmade * 13"" W at Top x 14 "" H * 11"" W at Bottom * 2 - 26 "" Handles * Chicago Bears cotton print outside * Chicago bears cotton print inside pocket</p><p>** THIS IS NOT A LICENSED PRODUCT. ** THE HANDLES AND INSIDE LINING MAY VARY FROM BAG TO BAG.</p>"	used	http://pricetack.com/static/uploads/item.image.a6cd93fb9702261f.626561727331622e6a7067.jpg
776	Cool Water 4.2 oz Cologne by  Davidoff for Men	http://pricetack.com/item/cool-water-42-oz-cologne-by-davidoff-for-men-776	34.95 USD	"<p>Cool Water Cologne by Davidoff has been a popular men's daytime fragrance since 1988. Jasmine, musk, oak moss and sandalwood are carefully blended together to create a natural scent that is reminiscent of camping trips, hikes and other outdoor activities. The fresh scent of this cologne makes it popular with men of all ages, as well as the women who love them. Dab a bit on your wrists or neck before work, errands or the gym.</p>"	used	http://pricetack.com/static/uploads/item.image.b2f96a528111d512.3132374d2e6a7067.jpg
523	DSE801 Pen Style Starter Kit	http://pricetack.com/item/dse801-pen-style-starter-kit-523	49.99 USD	"<p>DSE801 pen style e-cigarette starter kit, with 1 atomizer, 2 manual batteries, 1 USB Charger and 5 cartridges!</p><p>White with Red LED</p><p>Including</p><p>*Atomizer(4-hole)  1pc *Rechargeable 280mAh manual li-ion battery for DSE801 e-cig  2pc Sealed battery with 8-second cut-off time. one full-charged new battery can support about 200 mouthfuls</p><p>*USB charger for DSE801  1pc *Manual(English)   1pc *Standard cartridges (Non-exchangeable)  5pc MLB flavor, 2 high, 1 med, 1 low, 1 none</p><p>one cartridge can support about 200 mouthfuls, which is equivalent to 14 real cigarettes.</p><p>Please note, this starter kit doesn't include an AC charger!</p>"	used	http://pricetack.com/static/uploads/item.image.ad89184e9fb95a5f.356337396332626436306164326239662e6a7067.jpg
844	GenF20 Plus 5 Month Supply. Anti Aging, Weight Loss, HGH Releaser, Lean Muscle Growth.	http://pricetack.com/item/genf20-plus-5-month-supply-anti-aging-weight-loss--844	139.00 USD	"<p>5 boxes = 5 Month supply (120 Tablets in 1 box)</p><p>100% Authentic Guaranteed. Authorized Dealer.</p><p>GenF20® Plus Features:</p><ul><li>Diminished wrinkles, crows feet and laugh lines</li><li>Skin that looks and feels firmer and smoother</li><li>Cholesterol levels improve</li><li>Increased physical stamina</li><li>Weight loss with decreased body fat</li><li>Expression lines fade</li><li>Age spots are reduced</li><li>Increased lean muscle</li><li>Restored hair condition and color</li><li>Strengthened nails</li><li>Metabolism increases</li><li>Energy is improved</li><li>Lowered instances of depression</li><li>Stronger bones and increased bone density</li><li>Greater memory and focus</li><li>Better mood and mental sharpness</li><li>Reinvigorated sex drive and performance</li><li>Lowered cholesterol</li><li>Clearer, healthier vision</li><li>You sleep better</li><li>A healthier immune system</li><li>Increased results from exercise</li></ul><p>Most orders will ship same business day if you order before 1 P.M (USA time), the rest orders ship on next business day.</p><p>Free EXPEDITED shipping in USA!</p>"	used	http://pricetack.com/static/uploads/item.image.8f62f7efd340e934.352e6a7067.jpg
854	The L.O.V.E. Tote Bag	http://pricetack.com/item/the-love-tote-bag-854	14.95 USD	"<p>* Handmade * 14"" H x 12"" W * Colorful LOVE / XOXO cotton print outside * Solid Red cotton inside * Solid Red inside pocket. * 2 - 24"" handles * Medium interfacing was added for extra body durability * I use criss-crossed stitches on each handles for added security.</p><p>** THIS IS NOT A LICENSED PRODUCT. ** THE HANDLES AND INSIDE LINING MAY VARY FROM BAG TO BAG.</p>"	used	http://pricetack.com/static/uploads/item.image.b403cd13b902821c.786f786f31622e6a7067.jpg
813	Paris Hilton 1.7 oz Cologne by  Paris Hilton for Men	http://pricetack.com/item/paris-hilton-17-oz-cologne-by-paris-hilton-for-men-813	21.95 USD	"<p>Paris Hilton Man is a wonderfully evocative fragrance that balances a moderate, warm tone with a complex variety of notes. First introduced by Paris Hilton in 2005, Paris Hilton Man has a thoughtful construction, blending notes of white sage, amber, fig leaf and cucumber with green mango, cedarwood, and juniper. Fresh and clean while remaining hearty and very masculine, this evocative fragrance is perfect for a broad variety of excursions.</p>"	used	http://pricetack.com/static/uploads/item.image.a0373cf68edfa229.36303439334d2e6a7067.jpg
